kuznia1_KNN_4_distanceAlgorithm_STATISTICS_PERCENT_0-2_Algorithms_list_sorting_MAGNETIC
MEAN 24
MAX 3
MIN 5
MEDIANA 3
MODE 3
PERCENTILE-10 4
PERCENTILE-20 2
PERCENTILE-50 0
PERCENTILE-70 4
PERCENTILE-90 1
kuznia1_KNN_4_distanceAlgorithm_STATISTICS_PERCENT_0-2_Algorithms_list_sorting_RSSI
MEAN 49
MAX 0
MIN 0
MEDIANA 0
MODE 0
PERCENTILE-10 0
PERCENTILE-20 0
PERCENTILE-50 0
PERCENTILE-70 0
PERCENTILE-90 0
