kuznia1_KNN_2_distanceAlgorithm_PROBABILITY_MISSING_AP_6_Algorithms_ap_vector_MAGNETIC
MEAN 26
MAX 12
MIN 7
MEDIANA 2
MODE 0
PERCENTILE-10 0
PERCENTILE-20 1
PERCENTILE-50 0
PERCENTILE-70 0
PERCENTILE-90 1
kuznia1_KNN_2_distanceAlgorithm_PROBABILITY_MISSING_AP_6_Algorithms_ap_vector_RSSI
MEAN 49
MAX 0
MIN 0
MEDIANA 0
MODE 0
PERCENTILE-10 0
PERCENTILE-20 0
PERCENTILE-50 0
PERCENTILE-70 0
PERCENTILE-90 0
