MAGNETIC
MEAN
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0 0.13 0.0 0.378236834449 0.0 0.361111111111
MAX 12.54 30.6 440.540540541 965.088757396 104.5 85.0
SREDNIA 4.36993108049 11.09836467 76.9494543911 105.051090142 36.4160923374 30.8287907501
MODA 0.0 0.13 100.0 0.378236834449 0.0 0.361111111111
ODCHYLENIE_STANDARDOWE 3.12201996644 8.11961844294 80.7185042718 173.383175134 26.0168330536 22.5544956748
MAX
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0 0.13 0.0 0.378236834449 0.0 0.361111111111
MAX 10.01 30.6 440.540540541 965.088757396 83.4166666667 85.0
SREDNIA 4.06387753339 11.8442856614 74.162957967 113.809149049 33.8656461116 32.9007935039
MODA 0.0 0.13 0.0 0.378236834449 0.0 0.361111111111
ODCHYLENIE_STANDARDOWE 2.92095369451 8.01562227433 81.5230457018 177.017867461 24.3412807876 22.2656174287
MIN
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0 0.13 0.0 0.378236834449 0.0 0.361111111111
MAX 12.54 30.6 440.540540541 965.088757396 104.5 85.0
SREDNIA 4.45227162668 11.1400807019 78.2475486792 104.22275559 37.1022635557 30.9446686165
MODA 0.0 0.13 100.0 0.378236834449 0.0 0.361111111111
ODCHYLENIE_STANDARDOWE 3.16908399864 8.1005291016 80.9443505017 172.826899211 26.409033322 22.5014697267
MEDIANA
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0 0.13 0.0 0.378236834449 0.0 0.361111111111
MAX 12.54 30.6 440.540540541 965.088757396 104.5 85.0
SREDNIA 4.24748760625 11.3236873086 75.1886749899 106.705844475 35.3957300521 31.4546869682
MODA 0.0 0.13 100.0 0.378236834449 0.0 0.361111111111
ODCHYLENIE_STANDARDOWE 3.18642132785 8.13221953 81.5239194215 173.30127785 26.5535110654 22.5894986945
MODE
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0 0.13 0.0 0.378236834449 0.0 0.361111111111
MAX 12.54 30.6 440.540540541 965.088757396 104.5 85.0
SREDNIA 4.37894351157 11.4564223715 77.5987748825 106.322351118 36.4911959298 31.8233954763
MODA 0.0 0.13 100.0 0.378236834449 0.0 0.361111111111
ODCHYLENIE_STANDARDOWE 3.14509844759 8.31378965381 81.1849717579 172.895528596 26.2091537299 23.0938601495
PERCENTILE-10
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0 0.13 0.0 0.378236834449 0.0 0.361111111111
MAX 12.54 30.6 440.540540541 965.088757396 104.5 85.0
SREDNIA 4.43921702238 11.1780592812 77.6219957024 105.359007055 36.9934751865 31.0501646699
MODA 0.0 0.13 100.0 0.378236834449 0.0 0.361111111111
ODCHYLENIE_STANDARDOWE 3.16459785827 8.29087336444 80.6331386606 173.758156107 26.3716488189 23.0302037901
PERCENTILE-20
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0 0.13 0.0 0.378236834449 0.0 0.361111111111
MAX 12.54 30.6 440.540540541 965.088757396 104.5 85.0
SREDNIA 4.35813768821 11.2409436867 76.8076354625 105.590905093 36.3178140684 31.2248435742
MODA 0.0 0.13 100.0 0.378236834449 0.0 0.361111111111
ODCHYLENIE_STANDARDOWE 3.17678495856 8.37602969044 81.0138078792 173.726728088 26.473207988 23.2667491401
PERCENTILE-50
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0 0.13 0.0 0.378236834449 0.0 0.361111111111
MAX 12.54 30.6 440.540540541 965.088757396 104.5 85.0
SREDNIA 4.24748760625 11.3236873086 75.1886749899 106.705844475 35.3957300521 31.4546869682
MODA 0.0 0.13 100.0 0.378236834449 0.0 0.361111111111
ODCHYLENIE_STANDARDOWE 3.18642132785 8.13221953 81.5239194215 173.30127785 26.5535110654 22.5894986945
