kuznia1_KNN_4_distanceAlgorithm_STATISTICS_APLENGTH_7_Algorithms_c_distribution_MAGNETIC
MEAN 14
MAX 8
MIN 5
MEDIANA 0
MODE 6
PERCENTILE-10 5
PERCENTILE-20 1
PERCENTILE-50 0
PERCENTILE-70 6
PERCENTILE-90 4
kuznia1_KNN_4_distanceAlgorithm_STATISTICS_APLENGTH_7_Algorithms_c_distribution_RSSI
MEAN 49
MAX 0
MIN 0
MEDIANA 0
MODE 0
PERCENTILE-10 0
PERCENTILE-20 0
PERCENTILE-50 0
PERCENTILE-70 0
PERCENTILE-90 0
